Node	Time
1065.44	GPU-0	SparseSoftmaxCrossEntropyWithLogits	|	(400x10000)(int32 400x1)->(400x1)(400x10000)	 
24.04	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.94	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.89	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.85	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.67	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.65	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.65	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.58	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.53	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.48	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.47	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.47	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.44	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.44	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.39	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.35	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.29	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.25	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.22	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.21	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.1	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.05	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.03	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
23.0	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.98	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.88	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.88	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.78	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.77	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.76	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.68	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.61	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.5	GPU-0	MatMul	0.6 TFLOPS	(20x400)(20x800)->(400x800)	 
22.41	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.31	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.25	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.24	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
22.11	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
21.93	GPU-0	LSTMBlockCell	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)->(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)	 
20.85	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.85	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.82	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.79	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.77	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.75	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.75	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.75	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.74	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.73	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.72	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.72	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.71	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.7	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.7	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.69	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.69	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.68	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.68	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.68	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.67	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.66	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.65	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.65	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.65	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.65	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.63	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.63	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.62	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.61	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.61	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.61	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.6	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.59	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.56	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.56	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.48	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.47	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.22	GPU-0	MatMul	0.6 TFLOPS	(20x800)(400x800)->(20x400)	 
20.1	GPU-0	L2Loss	0.0 TFLOPS	(400x800)->(1x1)	 
20.03	GPU-0	MatMul	0.6 TFLOPS	(20x400)(20x800)->(400x800)	 
19.91	GPU-0	MatMul	0.6 TFLOPS	(20x400)(20x800)->(400x800)	 
19.83	GPU-0	MatMul	0.6 TFLOPS	(20x400)(20x800)->(400x800)	 
19.79	GPU-0	MatMul	0.6 TFLOPS	(20x400)(20x800)->(400x800)	 
19.76	GPU-0	L2Loss	0.0 TFLOPS	(400x800)->(1x1)	 
19.75	GPU-0	MatMul	0.6 TFLOPS	(20x400)(20x800)->(400x800)	 
19.74	GPU-0	MatMul	0.6 TFLOPS	(20x400)(20x800)->(400x800)	 
19.74	GPU-0	MatMul	0.6 TFLOPS	(20x400)(20x800)->(400x800)	 
19.69	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.68	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.68	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.67	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.61	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.58	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.54	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.5	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.46	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.43	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.39	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.3	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.29	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.27	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.25	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.23	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.22	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.2	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.13	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.13	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.1	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.09	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.08	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.08	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.06	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
19.03	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
18.96	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
18.96	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
18.93	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
18.89	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
18.88	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
18.88	GPU-0	MatMul	0.7 TFLOPS	(20x800)(400x800)->(20x400)	 
18.41	GPU-0	MatMul	0.7 TFLOPS	(20x400)(20x800)->(400x800)	 
17.65	GPU-0	Mul	0.0 TFLOPS	(400x800)(1x1)->(400x800)	 
16.18	CPU-0	FIFOQueueV2	|	(no input)->(tf_resource 1x1)	 
14.29	GPU-0	Mul	0.0 TFLOPS	(400x800)(1x1)->(400x800)	 
14.03	GPU-0	ConcatV2	|	(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(1)->(20x4000)	 
12.53	GPU-0	StridedSlice	|	(1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)	 
12.21	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
12.19	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
12.09	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.98	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.94	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.92	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.92	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.88	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.85	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.85	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.84	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.83	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.83	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.83	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.8	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.79	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.78	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.77	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.74	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.71	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.7	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.62	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(200x1)(200x1)(200x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
11.12	GPU-0	LSTMBlockCellGrad	|	(20x200)(20x200)(20x200)(400x800)(1|2|3x1)(1|2|3x1)(1|2|3x1)(800x1)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x800)(200x1)(200x1)(200x1)(20x200)->(20x200)(20x800)(200x1)(200x1)(200x1)	 
