Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
55	   122.38	     1.00	   122.38	     0.25	 45031.71	    93.01	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(8 bytes)
56	   121.94	     1.00	   121.94	     0.25	 45153.65	    93.26	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x71x71x192)(192x1)(192x1)(192x1)(192x1)->(1x71x71x192)
57	   120.80	     1.00	   120.80	     0.25	 45274.45	    93.51	99434496.00	   823.13	Conv2D	GPU-0	(1x17x17x128)(1x7x128x192)->(1x17x17x192)
58	   114.01	     1.00	   114.01	     0.24	 45388.46	    93.75	38363328.00	   336.49	Conv2D	GPU-0	(1x299x299x3)(3x3x3x32)->(1x149x149x32)
59	    17.27	     6.00	   103.64	     0.21	 45492.10	    93.96	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x35x35x96)(96x1)(96x1)(96x1)(1)->(1x35x35x96)
60	    24.30	     4.00	    97.20	     0.20	 45589.30	    94.16	284098560.00	  2922.82	Conv2D	GPU-0	(1x17x17x768)(1x1x768x160)->(1x17x17x160)
61	    22.70	     4.00	    90.78	     0.19	 45680.08	    94.35	180633600.00	  1989.80	Conv2D	GPU-0	(1x35x35x288)(1x1x288x64)->(1x35x35x64)
62	    89.37	     1.00	    89.37	     0.18	 45769.45	    94.53	47941632.00	   536.44	Conv2D	GPU-0	(1x35x35x96)(3x3x96x96)->(1x17x17x96)
63	     6.91	    12.00	    82.91	     0.17	 45852.36	    94.70	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x8x8x384)(384x1)(384x1)(384x1)(1)->(1x8x8x384)
64	    78.53	     1.00	    78.53	     0.16	 45930.89	    94.87	3069504.00	    39.09	MaxPool	GPU-0	(1x147x147x64)->(1x73x73x64)
65	     2.92	    26.00	    75.92	     0.16	 46006.81	    95.02	     0.00	     0.00	Relu	GPU-0	(1x17x17x192)->(1x17x17x192)
66	    69.06	     1.00	    69.06	     0.14	 46075.87	    95.17	     0.00	     0.00	Relu	GPU-0	(1x147x147x64)->(1x147x147x64)
67	     1.68	    40.00	    67.34	     0.14	 46143.21	    95.31	     0.00	     0.00	Const	GPU-0	(no input)->(384x1)
68	    20.28	     3.00	    60.83	     0.13	 46204.04	    95.43	120422400.00	  1979.65	Conv2D	GPU-0	(1x35x35x256)(1x1x256x64)->(1x35x35x64)
69	    58.14	     1.00	    58.14	     0.12	 46262.18	    95.55	4128768.00	    71.01	MatMul	GPU-0	(1x2048)(2048x1008)->(1x1008)
70	    14.43	     4.00	    57.71	     0.12	 46319.89	    95.67	     0.00	     0.00	Concat	GPU-0	(1)(1x17x17x192)(1x17x17x192)(1x17x17x192)(1x17x17x192)->(1x17x17x768)
71	    57.48	     1.00	    57.48	     0.12	 46377.37	    95.79	737280.00	    12.83	AvgPool	GPU-0	(1x8x8x1280)->(1x8x8x1280)
72	     1.38	    40.00	    55.04	     0.11	 46432.41	    95.90	     0.00	     0.00	Const	GPU-0	(no input)->(64x1)
73	    54.97	     1.00	    54.97	     0.11	 46487.38	    96.02	2116800.00	    38.51	MaxPool	GPU-0	(1x71x71x192)->(1x35x35x192)
74	     1.43	    37.00	    52.77	     0.11	 46540.15	    96.13	     0.00	     0.00	Const	GPU-0	(no input)->(160x1)
75	     2.01	    26.00	    52.26	     0.11	 46592.41	    96.23	     0.00	     0.00	Identity	GPU-0	(1x17x17x192)->(1x17x17x192)
76	    48.65	     1.00	    48.65	     0.10	 46641.06	    96.33	54568960.00	  1121.66	Conv2D	GPU-0	(1x73x73x64)(1x1x64x80)->(1x73x73x80)
77	    48.45	     1.00	    48.45	     0.10	 46689.51	    96.43	131072.00	     2.71	AvgPool	GPU-0	(1x8x8x2048)->(1x1x1x2048)
78	     4.02	    12.00	    48.23	     0.10	 46737.74	    96.53	     0.00	     0.00	Relu	GPU-0	(1x35x35x64)->(1x35x35x64)
79	    48.09	     1.00	    48.09	     0.10	 46785.83	    96.63	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x149x149x32)(32x1)(32x1)(32x1)(32x1)->(1x149x149x32)
80	    47.53	     1.00	    47.53	     0.10	 46833.36	    96.73	     0.00	     0.00	Relu	GPU-0	(1x71x71x192)->(1x71x71x192)
81	     9.43	     5.00	    47.15	     0.10	 46880.51	    96.83	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x17x17x128)(128x1)(128x1)(128x1)(1)->(1x17x17x128)
82	    45.99	     1.00	    45.99	     0.09	 46926.50	    96.92	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x73x73x80)(80x1)(80x1)(80x1)(80x1)->(1x73x73x80)
83	    44.93	     1.00	    44.93	     0.09	 46971.43	    97.02	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x147x147x32)(32x1)(32x1)(32x1)(1)->(1x147x147x32)
84	    22.26	     2.00	    44.52	     0.09	 47015.95	    97.11	     0.00	     0.00	Concat	GPU-0	(1)(1x35x35x64)(1x35x35x64)(1x35x35x96)(1x35x35x64)->(1x35x35x288)
85	    21.30	     2.00	    42.59	     0.09	 47058.54	    97.20	113639424.00	  2668.22	Conv2D	GPU-0	(1x17x17x768)(1x1x768x128)->(1x17x17x128)
86	    36.81	     1.00	    36.81	     0.08	 47095.35	    97.27	117440512.00	  3190.45	Conv2D	GPU-0	(1x8x8x2048)(1x1x2048x448)->(1x8x8x448)
87	     1.44	    25.00	    35.90	     0.07	 47131.25	    97.35	     0.00	     0.00	Const	GPU-0	(no input)->(96x1)
88	    35.09	     1.00	    35.09	     0.07	 47166.34	    97.42	100663296.00	  2868.72	Conv2D	GPU-0	(1x8x8x2048)(1x1x2048x384)->(1x8x8x384)
89	    34.72	     1.00	    34.72	     0.07	 47201.06	    97.49	83886080.00	  2416.07	Conv2D	GPU-0	(1x8x8x2048)(1x1x2048x320)->(1x8x8x320)
90	    32.66	     1.00	    32.66	     0.07	 47233.72	    97.56	     0.00	     0.00	Relu	GPU-0	(1x149x149x32)->(1x149x149x32)
91	     1.70	    19.00	    32.30	     0.07	 47266.02	    97.62	     0.00	     0.00	Const	GPU-0	(no input)->(128x1)
92	     2.67	    12.00	    32.04	     0.07	 47298.06	    97.69	     0.00	     0.00	Relu	GPU-0	(1x17x17x160)->(1x17x17x160)
93	    31.79	     1.00	    31.79	     0.07	 47329.85	    97.76	     0.00	     0.00	Relu	GPU-0	(1x147x147x32)->(1x147x147x32)
94	    15.52	     2.00	    31.04	     0.06	 47360.89	    97.82	60211200.00	  1939.79	Conv2D	GPU-0	(1x35x35x192)(1x1x192x64)->(1x35x35x64)
95	    30.84	     1.00	    30.84	     0.06	 47391.73	    97.88	50331648.00	  1632.02	Conv2D	GPU-0	(1x8x8x2048)(1x1x2048x192)->(1x8x8x192)
96	    28.04	     1.00	    28.04	     0.06	 47419.77	    97.94	     0.00	     0.00	ResizeBilinear	GPU-0	(1x100x100x3)(int32 2x1)->(1x299x299x3)
97	     2.24	    12.00	    26.90	     0.06	 47446.67	    98.00	     0.00	     0.00	Identity	GPU-0	(1x35x35x64)->(1x35x35x64)
98	    26.71	     1.00	    26.71	     0.06	 47473.38	    98.05	1179648.00	    44.17	MaxPool	GPU-0	(1x8x8x2048)->(1x8x8x2048)
99	     2.16	    12.00	    25.93	     0.05	 47499.31	    98.11	     0.00	     0.00	Relu	GPU-0	(1x8x8x384)->(1x8x8x384)
100	    24.41	     1.00	    24.41	     0.05	 47523.72	    98.16	73400320.00	  3006.98	Conv2D	GPU-0	(1x8x8x1280)(1x1x1280x448)->(1x8x8x448)
101	    23.86	     1.00	    23.86	     0.05	 47547.58	    98.21	62914560.00	  2636.82	Conv2D	GPU-0	(1x8x8x1280)(1x1x1280x384)->(1x8x8x384)
102	    23.83	     1.00	    23.83	     0.05	 47571.41	    98.26	52428800.00	  2200.12	Conv2D	GPU-0	(1x8x8x1280)(1x1x1280x320)->(1x8x8x320)
103	    11.90	     2.00	    23.80	     0.05	 47595.21	    98.30	     0.00	     0.00	Concat	GPU-0	(1)(1x8x8x320)(1x8x8x384)(1x8x8x384)(1x8x8x384)(1x8x8x384)(1x8x8x192)->(1x8x8x2048)
104	    23.63	     1.00	    23.63	     0.05	 47618.84	    98.35	749088.00	    31.70	MaxPool	GPU-0	(1x35x35x288)->(1x17x17x288)
105	     1.88	    12.00	    22.53	     0.05	 47641.37	    98.40	     0.00	     0.00	Identity	GPU-0	(1x8x8x384)->(1x8x8x384)
106	     1.86	    12.00	    22.34	     0.05	 47663.71	    98.45	     0.00	     0.00	Identity	GPU-0	(1x17x17x160)->(1x17x17x160)
107	     1.85	    12.00	    22.15	     0.05	 47685.86	    98.49	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x768x192)
108	    21.82	     1.00	    21.82	     0.05	 47707.68	    98.54	31457280.00	  1441.67	Conv2D	GPU-0	(1x8x8x1280)(1x1x1280x192)->(1x8x8x192)
109	    10.55	     2.00	    21.10	     0.04	 47728.78	    98.58	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x35x35x48)(48x1)(48x1)(48x1)(1)->(1x35x35x48)
110	    20.24	     1.00	    20.24	     0.04	 47749.02	    98.62	     0.00	     0.00	Concat	GPU-0	(int32 1x1)(1x35x35x64)(1x35x35x64)(1x35x35x96)(1x35x35x32)->(1x35x35x256)
111	    19.96	     1.00	    19.96	     0.04	 47768.98	    98.66	33868800.00	  1696.83	Conv2D	GPU-0	(1x35x35x288)(1x1x288x48)->(1x35x35x48)
112	     6.51	     3.00	    19.53	     0.04	 47788.51	    98.70	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x8x8x192)(192x1)(192x1)(192x1)(1)->(1x8x8x192)
113	     2.70	     7.00	    18.93	     0.04	 47807.44	    98.74	     0.00	     0.00	Relu	GPU-0	(1x35x35x96)->(1x35x35x96)
114	    18.02	     1.00	    18.02	     0.04	 47825.46	    98.78	15052800.00	   835.34	Conv2D	GPU-0	(1x35x35x192)(1x1x192x32)->(1x35x35x32)
115	    17.66	     1.00	    17.66	     0.04	 47843.12	    98.82	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x35x35x96)(96x1)(96x1)(96x1)(96x1)->(1x35x35x96)
116	    17.44	     1.00	    17.44	     0.04	 47860.56	    98.85	30105600.00	  1726.24	Conv2D	GPU-0	(1x35x35x256)(1x1x256x48)->(1x35x35x48)
117	    16.12	     1.00	    16.12	     0.03	 47876.68	    98.89	     0.00	     0.00	Relu	GPU-0	(1x73x73x80)->(1x73x73x80)
118	     1.50	    10.00	    15.02	     0.03	 47891.70	    98.92	     0.00	     0.00	Const	GPU-0	(no input)->(320x1)
119	    14.87	     1.00	    14.87	     0.03	 47906.57	    98.95	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x17x17x384)(384x1)(384x1)(384x1)(384x1)->(1x17x17x384)
120	    14.75	     1.00	    14.75	     0.03	 47921.32	    98.98	442368.00	    29.99	MaxPool	GPU-0	(1x17x17x768)->(1x8x8x768)
121	     7.00	     2.00	    14.01	     0.03	 47935.33	    99.01	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x8x8x320)(320x1)(320x1)(320x1)(1)->(1x8x8x320)
122	     2.26	     6.00	    13.56	     0.03	 47948.89	    99.03	     0.00	     0.00	Relu	GPU-0	(1x17x17x128)->(1x17x17x128)
123	     1.35	    10.00	    13.55	     0.03	 47962.44	    99.06	     0.00	     0.00	Const	GPU-0	(no input)->(32x1)
124	    13.42	     1.00	    13.42	     0.03	 47975.86	    99.09	     0.00	     0.00	Concat	GPU-0	(1)(1x17x17x384)(1x17x17x96)(1x17x17x288)->(1x17x17x768)
125	     1.33	    10.00	    13.34	     0.03	 47989.20	    99.12	     0.00	     0.00	Const	GPU-0	(no input)->(48x1)
126	    13.32	     1.00	    13.32	     0.03	 48002.52	    99.15	  5040.00	     0.38	Softmax	GPU-0	(1x1008)->(1x1008)
127	    12.78	     1.00	    12.78	     0.03	 48015.30	    99.17	22579200.00	  1766.76	Conv2D	GPU-0	(1x35x35x192)(1x1x192x48)->(1x35x35x48)
128	     1.81	     7.00	    12.69	     0.03	 48027.99	    99.20	     0.00	     0.00	Identity	GPU-0	(1x35x35x96)->(1x35x35x96)
129	     4.11	     3.00	    12.34	     0.03	 48040.33	    99.22	     0.00	     0.00	Relu	GPU-0	(1x35x35x48)->(1x35x35x48)
130	    11.82	     1.00	    11.82	     0.02	 48052.15	    99.25	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x35x35x48)(48x1)(48x1)(48x1)(48x1)->(1x35x35x48)
131	    11.14	     1.00	    11.14	     0.02	 48063.29	    99.27	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x17x17x160)(160x1)(160x1)(160x1)(160x1)->(1x17x17x160)
132	     1.85	     6.00	    11.10	     0.02	 48074.39	    99.29	     0.00	     0.00	Identity	GPU-0	(1x17x17x128)->(1x17x17x128)
133	     1.41	     7.00	     9.86	     0.02	 48084.25	    99.31	     0.00	     0.00	Const	GPU-0	(no input)->(448x1)
134	     9.78	     1.00	     9.78	     0.02	 48094.03	    99.33	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x17x17x128)(128x1)(128x1)(128x1)(128x1)->(1x17x17x128)
135	     2.03	     4.00	     8.11	     0.02	 48102.14	    99.35	     0.00	     0.00	Const	GPU-0	(no input)->(1x7x192x192)
136	     8.09	     1.00	     8.09	     0.02	 48110.23	    99.37	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x35x35x32)(32x1)(32x1)(32x1)(1)->(1x35x35x32)
137	     8.04	     1.00	     8.04	     0.02	 48118.27	    99.38	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x17x17x96)(96x1)(96x1)(96x1)(1)->(1x17x17x96)
138	     1.92	     4.00	     7.67	     0.02	 48125.94	    99.40	     0.00	     0.00	Const	GPU-0	(no input)->(1x7x160x160)
139	     1.89	     4.00	     7.57	     0.02	 48133.51	    99.42	     0.00	     0.00	Const	GPU-0	(no input)->(7x1x160x160)
140	     1.88	     4.00	     7.53	     0.02	 48141.04	    99.43	     0.00	     0.00	Const	GPU-0	(no input)->(3x1x384x384)
141	     1.84	     4.00	     7.37	     0.02	 48148.41	    99.45	     0.00	     0.00	Const	GPU-0	(no input)->(7x1x192x192)
142	     1.80	     4.00	     7.22	     0.01	 48155.63	    99.46	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x288x64)
143	     7.19	     1.00	     7.19	     0.01	 48162.82	    99.48	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x8x8x320)(320x1)(320x1)(320x1)(320x1)->(1x8x8x320)
144	     1.77	     4.00	     7.10	     0.01	 48169.92	    99.49	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x96x96)
145	     6.90	     1.00	     6.90	     0.01	 48176.82	    99.51	     0.00	     0.00	Concat	GPU-0	(1)(1x8x8x320)(1x8x8x192)(1x8x8x768)->(1x8x8x1280)
146	     1.72	     4.00	     6.88	     0.01	 48183.70	    99.52	     0.00	     0.00	Const	GPU-0	(no input)->(1x3x384x384)
147	     6.85	     1.00	     6.85	     0.01	 48190.55	    99.53	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x8x8x448)(448x1)(448x1)(448x1)(1)->(1x8x8x448)
148	     1.70	     4.00	     6.79	     0.01	 48197.34	    99.55	     0.00	     0.00	Const	GPU-0	(no input)->(3x3x64x96)
149	     2.23	     3.00	     6.70	     0.01	 48204.04	    99.56	     0.00	     0.00	Relu	GPU-0	(1x8x8x192)->(1x8x8x192)
150	     2.22	     3.00	     6.65	     0.01	 48210.69	    99.58	     0.00	     0.00	Relu	GPU-0	(1x8x8x320)->(1x8x8x320)
151	     2.15	     3.00	     6.46	     0.01	 48217.15	    99.59	     0.00	     0.00	Identity	GPU-0	(1x35x35x48)->(1x35x35x48)
152	     1.61	     4.00	     6.45	     0.01	 48223.60	    99.60	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x768x160)
153	     2.09	     3.00	     6.27	     0.01	 48229.87	    99.62	     0.00	     0.00	Identity	GPU-0	(1x8x8x192)->(1x8x8x192)
154	     2.08	     3.00	     6.23	     0.01	 48236.10	    99.63	     0.00	     0.00	Identity	GPU-0	(1x8x8x320)->(1x8x8x320)
155	     6.23	     1.00	     6.23	     0.01	 48242.33	    99.64	     0.00	     0.00	BatchNormWithGlobalNormalization	GPU-0	(1x8x8x448)(448x1)(448x1)(448x1)(448x1)->(1x8x8x448)
156	     5.84	     1.00	     5.84	     0.01	 48248.17	    99.65	     0.00	     0.00	NoOp	GPU-0	(no input)->(no output info)
157	     5.67	     1.00	     5.67	     0.01	 48253.84	    99.66	     0.00	     0.00	Relu	GPU-0	(1x17x17x384)->(1x17x17x384)
158	     5.40	     1.00	     5.40	     0.01	 48259.24	    99.68	268203.00	    49.67	Sub	GPU-0	(1x299x299x3)(1x1)->(1x299x299x3)
159	     1.33	     4.00	     5.33	     0.01	 48264.57	    99.69	     0.00	     0.00	Const	GPU-0	(no input)->(80x1)
160	     2.58	     2.00	     5.17	     0.01	 48269.74	    99.70	     0.00	     0.00	Identity	GPU-0	(1x71x71x192)->(1x71x71x192)
161	     2.57	     2.00	     5.14	     0.01	 48274.88	    99.71	     0.00	     0.00	Relu	GPU-0	(1x8x8x448)->(1x8x8x448)
162	     4.99	     1.00	     4.99	     0.01	 48279.87	    99.72	268203.00	    53.75	Mul	GPU-0	(1x299x299x3)(1x1)->(1x299x299x3)
163	     2.44	     2.00	     4.89	     0.01	 48284.76	    99.73	     0.00	     0.00	Identity	GPU-0	(1x147x147x64)->(1x147x147x64)
164	     1.61	     3.00	     4.83	     0.01	 48289.59	    99.74	     0.00	     0.00	Const	GPU-0	(no input)->(5x5x48x64)
165	     1.39	     3.00	     4.17	     0.01	 48293.76	    99.75	     0.00	     0.00	Const	GPU-0	(no input)->(1x1x256x64)
166	     2.06	     2.00	     4.13	     0.01	 48297.89	    99.76	     0.00	     0.00	Const	GPU-0	(no input)->(7x1x128x128)
167	     4.13	     1.00	     4.13	     0.01	 48302.02	    99.76	     0.00	     0.00	ExpandDims	GPU-0	(100x100x3)(int32 1x1)->(1x100x100x3)
