Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
49	     5.26	     1.00	     5.26	     0.06	  9349.75	    98.42	     0.00	     0.00	Shape	CPU-0	(100x784)(int32 100x1)->(int32 2x1)
50	     5.16	     1.00	     5.16	     0.05	  9354.91	    98.47	     0.00	     0.00	IsVariableInitialized	GPU-0	(int64 1x1)->(boolean 1x1)
51	     4.64	     1.00	     4.64	     0.05	  9359.55	    98.52	     0.00	     0.00	StridedSlice	GPU-0	(int32 4x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)
52	     4.61	     1.00	     4.61	     0.05	  9364.16	    98.57	     0.00	     0.00	NoOp	GPU-0	(no input)->(no output info)
53	     4.58	     1.00	     4.58	     0.05	  9368.74	    98.62	     0.00	     0.00	ShapeN	GPU-0	(100x32x14x14)(5x5x32x64)->(int32 4x1)(int32 4x1)
54	     4.54	     1.00	     4.54	     0.05	  9373.28	    98.66	     0.00	     0.00	BiasAddGrad	GPU-0	(100x1024)->(1024x1)
55	     4.37	     1.00	     4.37	     0.05	  9377.65	    98.71	     0.00	     0.00	BiasAdd	GPU-0	(100x1024)(1024x1)->(100x1024)
56	     4.12	     1.00	     4.12	     0.04	  9381.77	    98.75	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(5x5x1x32)
57	     4.06	     1.00	     4.06	     0.04	  9385.83	    98.80	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 2x1)(int32 1x1)->(int32 1x1)(int32 2x1)
58	     2.00	     2.01	     4.01	     0.04	  9389.84	    98.84	     2.01	     0.00	RealDiv	GPU-0	(1x1)(1x1)->(1x1)
59	     2.00	     2.00	     3.99	     0.04	  9393.83	    98.88	     0.00	     0.00	Sum	GPU-0	(100x1)(1)->(1x1)
60	     1.88	     2.00	     3.76	     0.04	  9397.59	    98.92	     0.00	     0.00	Const	GPU-0	(no input)->(int64 1x1)
61	     1.79	     2.00	     3.58	     0.04	  9401.17	    98.96	     2.00	     0.00	Mul	GPU-0	(1x1)(1x1)->(1x1)
62	     3.47	     1.00	     3.47	     0.04	  9404.64	    98.99	     0.00	     0.00	Pack	GPU-0	(int32 1x1)(int32 1x1)->(int32 2x1)
63	     3.38	     1.00	     3.38	     0.04	  9408.02	    99.03	     0.00	     0.00	Add	GPU-0	(1x1)(100x1024)->(100x1024)
64	     3.35	     1.00	     3.35	     0.04	  9411.37	    99.06	     0.00	     0.00	Mul	GPU-0	(100x1)(100x10)->(100x10)
65	     3.27	     0.99	     3.24	     0.03	  9414.61	    99.10	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(1|2|3x1)(int32 1x1)->(int32 1x1)(int32 1x1)
66	     3.03	     1.00	     3.03	     0.03	  9417.64	    99.13	     0.00	     0.00	Relu	GPU-0	(100x1024)->(100x1024)
67	     3.00	     1.00	     3.00	     0.03	  9420.64	    99.16	     0.00	     0.00	Reshape	GPU-0	(100x784)(int32 100x1)(int32 4x1)->(100x1x28x28)
68	     2.82	     1.00	     2.82	     0.03	  9423.46	    99.19	     0.00	     0.00	Shape	GPU-0	(100x64x7x7)->(int32 4x1)
69	     2.78	     1.00	     2.78	     0.03	  9426.24	    99.22	     0.00	     0.00	Floor	GPU-0	(100x1024)->(100x1024)
70	     2.75	     1.00	     2.75	     0.03	  9428.99	    99.25	     0.00	     0.00	Shape	GPU-0	(100x1)(100x10)->(int32 1x1)
71	     1.30	     2.00	     2.61	     0.03	  9431.60	    99.28	     0.00	     0.00	Snapshot	GPU-0	(100x1)->(100x1)
72	     1.30	     2.00	     2.60	     0.03	  9434.20	    99.31	     0.00	     0.00	Const	GPU-0	(no input)->(int32 4x1)
73	     2.46	     1.00	     2.46	     0.03	  9436.66	    99.33	     0.00	     0.00	Shape	GPU-0	(100x1024)->(int32 2x1)
74	     1.21	     2.00	     2.41	     0.03	  9439.07	    99.36	     0.00	     0.00	Snapshot	GPU-0	(100x1024)->(100x1024)
75	     2.41	     1.00	     2.41	     0.03	  9441.48	    99.38	     0.00	     0.00	Merge	GPU-0	(int64 1x1)(int64 1x1)->(int64 1x1)(int32 1x1)
76	     2.38	     1.00	     2.38	     0.03	  9443.86	    99.41	     0.00	     0.00	Tile	GPU-0	(1x1)(int32 1x1)->(100x1)
77	     2.11	     1.00	     2.11	     0.02	  9445.97	    99.43	     0.00	     0.00	ExpandDims	GPU-0	(100x1)(int32 1x1)->(100x1)
78	     1.01	     2.02	     2.05	     0.02	  9448.02	    99.45	     0.00	     0.00	Identity	GPU-0	(1x1)->(1x1)
79	     2.00	     1.00	     2.00	     0.02	  9450.02	    99.47	     0.00	     0.00	VariableV2	GPU-0	(no input)->(int64 1x1)
80	     1.00	     2.00	     2.00	     0.02	  9452.02	    99.49	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(4 bytes)
81	     1.97	     1.01	     1.99	     0.02	  9454.01	    99.51	     0.00	     0.00	Select	GPU-0	(boolean 1x1)(1x1)(1x1)->(1x1)
82	     1.96	     1.00	     1.96	     0.02	  9455.97	    99.53	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(5x5x32x64)
83	     1.89	     1.00	     1.89	     0.02	  9457.86	    99.55	     0.00	     0.00	BiasAdd	GPU-0	(100x10)(10x1)->(100x10)
84	     1.86	     1.00	     1.86	     0.02	  9459.72	    99.57	     0.00	     0.00	Sum	GPU-0	(100x1024)(int32 1x1)(int32 2x1)->(100x1024)
85	     1.83	     0.99	     1.81	     0.02	  9461.53	    99.59	     0.00	     0.00	Fill	GPU-0	(int32 1x1)(1x1)->(100x1)
86	     1.80	     1.00	     1.80	     0.02	  9463.33	    99.61	     1.00	     0.00	AssignAdd	GPU-0	(int64 1x1)(int64 1x1)->(int64 1x1)
87	     1.80	     1.00	     1.80	     0.02	  9465.13	    99.63	     1.00	     0.00	Greater	GPU-0	(1x1)(1|2|3x1)->(boolean 1x1)
88	     1.70	     1.00	     1.70	     0.02	  9466.83	    99.65	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(64x1)
89	     1.68	     1.00	     1.68	     0.02	  9468.51	    99.67	     0.00	     0.00	Select	GPU-0	(boolean 1x1)(1|2|3x1)(1x1)->(1x1)
90	     1.67	     1.00	     1.67	     0.02	  9470.18	    99.68	     0.00	     0.00	Shape	GPU-0	(100x1)->(int32 1x1)
91	     1.67	     1.00	     1.67	     0.02	  9471.85	    99.70	     1.00	     0.00	Equal	GPU-0	(1x1)(1|2|3x1)->(boolean 1x1)
92	     1.66	     1.00	     1.66	     0.02	  9473.51	    99.72	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(1024x10)
93	     1.65	     1.00	     1.65	     0.02	  9475.16	    99.74	     0.00	     0.00	Select	GPU-0	(boolean 1x1)(1x1)(1|2|3x1)->(1x1)
94	     1.60	     1.00	     1.60	     0.02	  9476.76	    99.75	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(3136x1024)
95	     1.60	     1.00	     1.60	     0.02	  9478.36	    99.77	     0.00	     0.00	Reshape	GPU-0	(100x3136)(int32 4x1)->(100x64x7x7)
96	     1.60	     1.00	     1.60	     0.02	  9479.96	    99.79	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(32x1)
97	     1.59	     1.00	     1.59	     0.02	  9481.55	    99.80	     0.00	     0.00	Sum	GPU-0	(100x1)(int32 1x1)(int32 1x1)->(100x1)
98	     1.56	     1.00	     1.56	     0.02	  9483.11	    99.82	     0.00	     0.00	Reshape	GPU-0	(100x64x7x7)(int32 2x1)->(100x3136)
99	     1.53	     1.00	     1.53	     0.02	  9484.64	    99.84	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(10x1)
100	     1.41	     1.00	     1.41	     0.01	  9486.05	    99.85	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(1024x1)
101	     1.34	     1.00	     1.34	     0.01	  9487.39	    99.87	     0.00	     0.00	Switch	GPU-0	(int64 1x1)(boolean 1x1)->(int64 1x1)
102	     1.23	     1.00	     1.23	     0.01	  9488.62	    99.88	     0.00	     0.00	Reshape	GPU-0	(1x1)(int32 1x1)->(1x1)
103	     1.09	     0.99	     1.08	     0.01	  9489.70	    99.89	     0.00	     0.00	Reshape	GPU-0	(100x1)(1|2|3x1)->(100x1)
104	     1.02	     1.03	     1.05	     0.01	  9490.75	    99.90	     0.00	     0.00	_Retval	CPU-0	(1x1)->(no output info)
105	     1.00	     1.04	     1.04	     0.01	  9491.79	    99.91	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(4 bytes)
106	     1.02	     1.00	     1.02	     0.01	  9492.81	    99.92	     0.00	     0.00	NoOp	CPU-0	(no input)->(no output info)
107	     1.00	     1.01	     1.01	     0.01	  9493.82	    99.93	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(8 bytes)
108	     1.01	     1.00	     1.01	     0.01	  9494.83	    99.94	     0.00	     0.00	Reshape	GPU-0	(100x1024)(int32 2x1)->(100x1024)
109	     1.00	     1.00	     1.00	     0.01	  9495.83	    99.95	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(8 bytes)
110	     1.00	     1.00	     1.00	     0.01	  9496.83	    99.96	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(400 bytes)
111	     0.94	     1.00	     0.94	     0.01	  9497.77	    99.97	     0.00	     0.00	Snapshot	GPU-0	(100x1)(100x10)->(100x1)
112	     0.93	     1.00	     0.93	     0.01	  9498.70	    99.98	     0.00	     0.00	RefSwitch	GPU-0	(int64 1x1)(boolean 1x1)->(int64 1x1)
113	     0.81	     1.01	     0.82	     0.01	  9499.52	    99.99	     0.00	     0.00	_Retval	CPU-0	(int64 1x1)->(no output info)
114	     8.00	     0.02	     0.16	     0.00	  9499.68	    99.99	     0.00	     0.00	ScalarSummary	CPU-0	(string 1x1)(1x1)->(string 1x1)
115	     9.00	     0.01	     0.09	     0.00	  9499.77	   100.00	     0.00	     0.00	MergeSummary	CPU-0	(string 1x1)(string 1x1)->(string 1x1)
116	     4.00	     0.02	     0.08	     0.00	  9499.85	   100.00	     0.00	     0.00	Const	CPU-0	(no input)->(string 1x1)
117	     7.00	     0.01	     0.07	     0.00	  9499.92	   100.00	     0.00	     0.00	Equal	GPU-0	(int32 100x1)(100x784)(int32 100x1)->(boolean 100x1)
118	     5.00	     0.01	     0.05	     0.00	  9499.97	   100.00	     0.00	     0.00	ArgMax	GPU-0	(100x10)(int32 1x1)->(int64 100x1)
119	     3.00	     0.01	     0.03	     0.00	  9500.00	   100.00	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)(int32 1x1)
120	     2.00	     0.01	     0.02	     0.00	  9500.02	   100.00	     0.00	     0.00	Cast	GPU-0	(int64 100x1)->(int32 100x1)
121	     2.00	     0.01	     0.02	     0.00	  9500.04	   100.00	     0.01	     0.00	Greater	GPU-0	(1x1)(1x1)->(boolean 1x1)
122	     1.00	     0.02	     0.02	     0.00	  9500.06	   100.00	     0.02	     0.00	AssignAdd	GPU-0	(1x1)(1x1)->(1x1)
123	     2.00	     0.01	     0.02	     0.00	  9500.08	   100.00	     0.00	     0.00	Cast	GPU-0	(boolean 100x1)->(100x1)
124	     2.00	     0.01	     0.02	     0.00	  9500.10	   100.00	     0.00	     0.00	Size	GPU-0	(100x1)->(int32 1x1)
125	     2.00	     0.01	     0.02	     0.00	  9500.12	   100.00	     0.00	     0.00	Fill	GPU-0	(1|2|3x1)(1x1)->(100x1)
126	     2.00	     0.01	     0.02	     0.00	  9500.14	   100.00	     0.00	     0.00	Sum	GPU-0	(100x1)(int32 1x1)->(1x1)
127	     1.00	     0.01	     0.01	     0.00	  9500.15	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(100 bytes)
128	     1.00	     0.01	     0.01	     0.00	  9500.16	   100.00	     0.00	     0.00	Cast	GPU-0	(int32 1x1)->(1x1)
129	     1.00	     0.01	     0.01	     0.00	  9500.17	   100.00	     0.00	     0.00	Reshape	GPU-0	(100x1)(int32 1x1)->(100x1)
130	     1.00	     0.01	     0.01	     0.00	  9500.18	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(400 bytes)
131	     1.00	     0.01	     0.01	     0.00	  9500.19	   100.00	     0.00	     0.00	_Retval	CPU-0	(string 1x1)->(no output info)
132	     1.00	     0.01	     0.01	     0.00	  9500.20	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(4 bytes)
