Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
31	     1.39	     9.01	    12.49	     0.13	  9112.60	    96.84	     0.00	     0.00	Const	GPU-0	(no input)->(1x1)
32	    12.21	     1.00	    12.21	     0.13	  9124.81	    96.97	     0.00	     0.00	StridedSlice	GPU-0	(int32 2x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)
33	    10.58	     1.00	    10.58	     0.11	  9135.39	    97.08	     0.00	     0.00	MatMul	GPU-0	(100x1024)(100x10)->(1024x10)
34	     9.98	     1.00	     9.98	     0.11	  9145.37	    97.19	     0.00	     0.00	ResourceApplyAdam	GPU-0	(tf_resource 1x1)(tf_resource 1x1)(tf_resource 1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(10x1)->(no output info)
35	     9.77	     1.00	     9.77	     0.10	  9155.14	    97.29	     0.00	     0.00	ResourceApplyAdam	GPU-0	(tf_resource 1x1)(tf_resource 1x1)(tf_resource 1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1024x10)->(no output info)
36	     9.54	     1.00	     9.54	     0.10	  9164.68	    97.40	     0.00	     0.00	Iterator	CPU-0	(no input)->(tf_resource 1x1)
37	     8.72	     1.00	     8.72	     0.09	  9173.40	    97.49	     0.00	     0.00	ResourceApplyAdam	GPU-0	(tf_resource 1x1)(tf_resource 1x1)(tf_resource 1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(5x5x1x32)->(no output info)
38	     8.68	     1.00	     8.68	     0.09	  9182.08	    97.58	     0.00	     0.00	ResourceApplyAdam	GPU-0	(tf_resource 1x1)(tf_resource 1x1)(tf_resource 1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(64x1)->(no output info)
39	     8.46	     1.00	     8.46	     0.09	  9190.54	    97.67	     0.00	     0.00	ResourceApplyAdam	GPU-0	(tf_resource 1x1)(tf_resource 1x1)(tf_resource 1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(32x1)->(no output info)
40	     8.19	     1.00	     8.19	     0.09	  9198.73	    97.76	     0.00	     0.00	ResourceApplyAdam	GPU-0	(tf_resource 1x1)(tf_resource 1x1)(tf_resource 1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1024x1)->(no output info)
41	     8.07	     1.00	     8.07	     0.09	  9206.80	    97.84	     0.00	     0.00	RandomUniform	GPU-0	(int32 2x1)->(100x1024)
42	     7.29	     1.00	     7.29	     0.08	  9214.09	    97.92	     0.00	     0.00	BiasAddGrad	GPU-0	(100x10)->(10x1)
43	     1.21	     6.00	     7.27	     0.08	  9221.36	    98.00	     0.00	     0.00	Const	GPU-0	(no input)->(int32 1x1)
44	     3.52	     2.02	     7.12	     0.08	  9228.48	    98.07	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1)
45	     6.90	     1.00	     6.90	     0.07	  9235.38	    98.15	     0.00	     0.00	Pack	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 4x1)
46	     3.44	     2.00	     6.87	     0.07	  9242.25	    98.22	     0.00	     0.00	Mul	GPU-0	(100x1024)(100x1024)->(100x1024)
47	     3.33	     2.00	     6.65	     0.07	  9248.90	    98.29	     0.00	     0.00	Mul	GPU-0	(100x1024)(1x1)->(100x1024)
48	     5.21	     1.00	     5.21	     0.06	  9254.11	    98.35	     0.00	     0.00	IsVariableInitialized	GPU-0	(int64 1x1)->(boolean 1x1)
49	     5.11	     1.00	     5.11	     0.05	  9259.22	    98.40	     0.00	     0.00	ReluGrad	GPU-0	(100x1024)(100x1024)->(100x1024)
50	     5.07	     1.00	     5.07	     0.05	  9264.29	    98.45	     0.00	     0.00	Shape	CPU-0	(100x784)(int32 100x1)->(int32 2x1)
51	     4.69	     1.00	     4.69	     0.05	  9268.98	    98.50	     0.00	     0.00	StridedSlice	GPU-0	(int32 4x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)
52	     4.53	     1.00	     4.53	     0.05	  9273.51	    98.55	     0.00	     0.00	ShapeN	GPU-0	(100x32x14x14)(5x5x32x64)->(int32 4x1)(int32 4x1)
53	     4.49	     1.00	     4.49	     0.05	  9278.00	    98.60	     0.00	     0.00	NoOp	GPU-0	(no input)->(no output info)
54	     4.30	     1.00	     4.30	     0.05	  9282.30	    98.65	     0.00	     0.00	BiasAddGrad	GPU-0	(100x1024)->(1024x1)
55	     4.30	     1.00	     4.30	     0.05	  9286.60	    98.69	     0.00	     0.00	BiasAdd	GPU-0	(100x1024)(1024x1)->(100x1024)
56	     4.28	     1.00	     4.28	     0.05	  9290.88	    98.74	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 2x1)(int32 1x1)->(int32 1x1)(int32 2x1)
57	     2.05	     2.00	     4.10	     0.04	  9294.98	    98.78	     0.00	     0.00	Sum	GPU-0	(100x1)(1)->(1x1)
58	     3.93	     1.00	     3.93	     0.04	  9298.91	    98.82	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(5x5x1x32)
59	     1.95	     2.01	     3.91	     0.04	  9302.82	    98.86	     2.01	     0.00	RealDiv	GPU-0	(1x1)(1x1)->(1x1)
60	     1.88	     2.00	     3.75	     0.04	  9306.57	    98.90	     0.00	     0.00	Const	GPU-0	(no input)->(int64 1x1)
61	     3.68	     1.00	     3.68	     0.04	  9310.25	    98.94	     0.00	     0.00	Pack	GPU-0	(int32 1x1)(int32 1x1)->(int32 2x1)
62	     3.44	     1.00	     3.44	     0.04	  9313.69	    98.98	     0.00	     0.00	Mul	GPU-0	(100x1)(100x10)->(100x10)
63	     3.41	     0.99	     3.38	     0.04	  9317.07	    99.02	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(1|2|3x1)(int32 1x1)->(int32 1x1)(int32 1x1)
64	     3.34	     1.00	     3.34	     0.04	  9320.41	    99.05	     0.00	     0.00	Add	GPU-0	(1x1)(100x1024)->(100x1024)
65	     1.61	     2.00	     3.22	     0.03	  9323.63	    99.09	     2.00	     0.00	Mul	GPU-0	(1x1)(1x1)->(1x1)
66	     2.97	     1.00	     2.97	     0.03	  9326.60	    99.12	     0.00	     0.00	Relu	GPU-0	(100x1024)->(100x1024)
67	     2.90	     1.00	     2.90	     0.03	  9329.50	    99.15	     0.00	     0.00	Shape	GPU-0	(100x64x7x7)->(int32 4x1)
68	     2.79	     1.00	     2.79	     0.03	  9332.29	    99.18	     0.00	     0.00	Reshape	GPU-0	(100x784)(int32 100x1)(int32 4x1)->(100x1x28x28)
69	     2.78	     1.00	     2.78	     0.03	  9335.07	    99.21	     0.00	     0.00	Floor	GPU-0	(100x1024)->(100x1024)
70	     2.77	     1.00	     2.77	     0.03	  9337.84	    99.24	     0.00	     0.00	Shape	GPU-0	(100x1)(100x10)->(int32 1x1)
71	     2.70	     1.00	     2.70	     0.03	  9340.54	    99.27	     0.00	     0.00	Shape	GPU-0	(100x1024)->(int32 2x1)
72	     1.31	     2.00	     2.63	     0.03	  9343.17	    99.29	     0.00	     0.00	Const	GPU-0	(no input)->(int32 4x1)
73	     2.60	     1.00	     2.60	     0.03	  9345.77	    99.32	     0.00	     0.00	Merge	GPU-0	(int64 1x1)(int64 1x1)->(int64 1x1)(int32 1x1)
74	     1.26	     2.00	     2.53	     0.03	  9348.30	    99.35	     0.00	     0.00	Snapshot	GPU-0	(100x1)->(100x1)
75	     2.35	     1.00	     2.35	     0.02	  9350.65	    99.37	     0.00	     0.00	Tile	GPU-0	(1x1)(int32 1x1)->(100x1)
76	     1.14	     2.00	     2.28	     0.02	  9352.93	    99.40	     0.00	     0.00	Snapshot	GPU-0	(100x1024)->(100x1024)
77	     1.07	     2.02	     2.16	     0.02	  9355.09	    99.42	     0.00	     0.00	Identity	GPU-0	(1x1)->(1x1)
78	     2.11	     1.00	     2.11	     0.02	  9357.20	    99.44	     0.00	     0.00	Sum	GPU-0	(100x1024)(int32 1x1)(int32 2x1)->(100x1024)
79	     2.02	     1.00	     2.02	     0.02	  9359.22	    99.46	     0.00	     0.00	BiasAdd	GPU-0	(100x10)(10x1)->(100x10)
80	     2.00	     1.00	     2.00	     0.02	  9361.22	    99.48	     0.00	     0.00	ExpandDims	GPU-0	(100x1)(int32 1x1)->(100x1)
81	     1.00	     2.00	     2.00	     0.02	  9363.22	    99.51	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(4 bytes)
82	     1.97	     1.01	     1.99	     0.02	  9365.21	    99.53	     0.00	     0.00	Select	GPU-0	(boolean 1x1)(1x1)(1x1)->(1x1)
83	     1.84	     1.00	     1.84	     0.02	  9367.05	    99.55	     1.00	     0.00	AssignAdd	GPU-0	(int64 1x1)(int64 1x1)->(int64 1x1)
84	     1.82	     0.99	     1.80	     0.02	  9368.85	    99.57	     0.00	     0.00	Fill	GPU-0	(int32 1x1)(1x1)->(100x1)
85	     1.78	     1.00	     1.78	     0.02	  9370.63	    99.58	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(64x1)
86	     1.77	     1.00	     1.77	     0.02	  9372.40	    99.60	     1.00	     0.00	Greater	GPU-0	(1x1)(1|2|3x1)->(boolean 1x1)
87	     1.73	     1.00	     1.73	     0.02	  9374.13	    99.62	     0.00	     0.00	VariableV2	GPU-0	(no input)->(int64 1x1)
88	     1.72	     1.00	     1.72	     0.02	  9375.85	    99.64	     0.00	     0.00	Select	GPU-0	(boolean 1x1)(1x1)(1|2|3x1)->(1x1)
89	     1.69	     1.00	     1.69	     0.02	  9377.54	    99.66	     0.00	     0.00	Select	GPU-0	(boolean 1x1)(1|2|3x1)(1x1)->(1x1)
90	     1.69	     1.00	     1.69	     0.02	  9379.23	    99.68	     0.00	     0.00	Shape	GPU-0	(100x1)->(int32 1x1)
91	     1.68	     1.00	     1.68	     0.02	  9380.91	    99.69	     0.00	     0.00	Sum	GPU-0	(100x1)(int32 1x1)(int32 1x1)->(100x1)
92	     1.67	     1.00	     1.67	     0.02	  9382.58	    99.71	     1.00	     0.00	Equal	GPU-0	(1x1)(1|2|3x1)->(boolean 1x1)
93	     1.64	     1.00	     1.64	     0.02	  9384.22	    99.73	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(5x5x32x64)
94	     1.59	     1.00	     1.59	     0.02	  9385.81	    99.75	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(1024x10)
95	     1.58	     1.00	     1.58	     0.02	  9387.39	    99.76	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(32x1)
96	     1.57	     1.00	     1.57	     0.02	  9388.96	    99.78	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(10x1)
97	     1.56	     1.00	     1.56	     0.02	  9390.52	    99.80	     0.00	     0.00	Reshape	GPU-0	(100x3136)(int32 4x1)->(100x64x7x7)
98	     1.53	     1.00	     1.53	     0.02	  9392.05	    99.81	     0.00	     0.00	Switch	GPU-0	(int64 1x1)(boolean 1x1)->(int64 1x1)
99	     1.51	     1.00	     1.51	     0.02	  9393.56	    99.83	     0.00	     0.00	Reshape	GPU-0	(100x64x7x7)(int32 2x1)->(100x3136)
100	     1.47	     1.00	     1.47	     0.02	  9395.03	    99.84	     0.00	     0.00	Reshape	GPU-0	(1x1)(int32 1x1)->(1x1)
101	     1.46	     1.00	     1.46	     0.02	  9396.49	    99.86	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(1024x1)
102	     1.42	     1.00	     1.42	     0.02	  9397.91	    99.87	     0.00	     0.00	ReadVariableOp	GPU-0	(tf_resource 1x1)->(3136x1024)
103	     1.12	     1.00	     1.12	     0.01	  9399.03	    99.89	     0.00	     0.00	NoOp	CPU-0	(no input)->(no output info)
104	     1.04	     1.03	     1.07	     0.01	  9400.10	    99.90	     0.00	     0.00	_Retval	CPU-0	(1x1)->(no output info)
105	     1.06	     1.00	     1.06	     0.01	  9401.16	    99.91	     0.00	     0.00	Reshape	GPU-0	(100x1024)(int32 2x1)->(100x1024)
106	     1.00	     1.04	     1.04	     0.01	  9402.20	    99.92	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(4 bytes)
107	     1.01	     1.00	     1.01	     0.01	  9403.21	    99.93	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(400 bytes)
108	     1.00	     1.01	     1.01	     0.01	  9404.22	    99.94	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(8 bytes)
109	     1.00	     1.00	     1.00	     0.01	  9405.22	    99.95	     0.00	     0.00	MEMCPYDtoD	GPU-0	(Transfer)->(8 bytes)
110	     0.97	     1.00	     0.97	     0.01	  9406.19	    99.96	     0.00	     0.00	RefSwitch	GPU-0	(int64 1x1)(boolean 1x1)->(int64 1x1)
111	     0.94	     1.00	     0.94	     0.01	  9407.13	    99.97	     0.00	     0.00	Snapshot	GPU-0	(100x1)(100x10)->(100x1)
112	     0.92	     0.99	     0.91	     0.01	  9408.04	    99.98	     0.00	     0.00	Reshape	GPU-0	(100x1)(1|2|3x1)->(100x1)
113	     0.88	     1.01	     0.89	     0.01	  9408.93	    99.99	     0.00	     0.00	_Retval	CPU-0	(int64 1x1)->(no output info)
114	    10.50	     0.02	     0.21	     0.00	  9409.14	    99.99	     0.00	     0.00	ScalarSummary	CPU-0	(string 1x1)(1x1)->(string 1x1)
115	    10.00	     0.01	     0.10	     0.00	  9409.24	   100.00	     0.00	     0.00	MergeSummary	CPU-0	(string 1x1)(string 1x1)->(string 1x1)
116	     4.00	     0.02	     0.08	     0.00	  9409.32	   100.00	     0.00	     0.00	Const	CPU-0	(no input)->(string 1x1)
117	     6.00	     0.01	     0.06	     0.00	  9409.38	   100.00	     0.00	     0.00	Equal	GPU-0	(int32 100x1)(100x784)(int32 100x1)->(boolean 100x1)
118	     4.00	     0.01	     0.04	     0.00	  9409.42	   100.00	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)(int32 1x1)
119	     4.00	     0.01	     0.04	     0.00	  9409.46	   100.00	     0.00	     0.00	Size	GPU-0	(100x1)->(int32 1x1)
120	     4.00	     0.01	     0.04	     0.00	  9409.50	   100.00	     0.00	     0.00	ArgMax	GPU-0	(100x10)(int32 1x1)->(int64 100x1)
121	     3.00	     0.01	     0.03	     0.00	  9409.53	   100.00	     0.00	     0.00	Sum	GPU-0	(100x1)(int32 1x1)->(1x1)
122	     1.50	     0.02	     0.03	     0.00	  9409.56	   100.00	     0.02	     0.00	AssignAdd	GPU-0	(1x1)(1x1)->(1x1)
123	     2.00	     0.01	     0.02	     0.00	  9409.58	   100.00	     0.00	     0.00	Cast	GPU-0	(int32 1x1)->(1x1)
124	     2.00	     0.01	     0.02	     0.00	  9409.60	   100.00	     0.00	     0.00	Fill	GPU-0	(1|2|3x1)(1x1)->(100x1)
125	     2.00	     0.01	     0.02	     0.00	  9409.62	   100.00	     0.00	     0.00	Cast	GPU-0	(int64 100x1)->(int32 100x1)
126	     1.00	     0.01	     0.01	     0.00	  9409.63	   100.00	     0.00	     0.00	Cast	GPU-0	(boolean 100x1)->(100x1)
127	     1.00	     0.01	     0.01	     0.00	  9409.64	   100.00	     0.01	     0.00	Greater	GPU-0	(1x1)(1x1)->(boolean 1x1)
128	     1.00	     0.01	     0.01	     0.00	  9409.65	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(4 bytes)
129	     1.00	     0.01	     0.01	     0.00	  9409.66	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(100 bytes)
130	     1.00	     0.01	     0.01	     0.00	  9409.67	   100.00	     0.00	     0.00	Reshape	GPU-0	(100x1)(int32 1x1)->(100x1)
131	     1.00	     0.01	     0.01	     0.00	  9409.68	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(400 bytes)
132	     1.00	     0.01	     0.01	     0.00	  9409.69	   100.00	     0.00	     0.00	_Retval	CPU-0	(string 1x1)->(no output info)
