Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	Op name	Device	Input/output tensor dimensions
160	      2.3	28	     63.3	      0.0	 261733.3	     98.8	StackPopV2	CPU-0	((type 20) 1x1)->((int32) 1x1)
161	      2.0	30	     61.3	      0.0	 261794.6	     98.8	Switch	CPU-0	(1x1)(1x1)->(1x1)((int32) 1x1)
162	      1.0	60	     60.4	      0.0	 261855.0	     98.8	MEMCPYDtoH	GPU-0	(no input)->transfer 128 bytes
163	      1.0	60	     60.0	      0.0	 261915.0	     98.8	MEMCPYDtoD	GPU-0	(no input)->transfer 4 bytes
164	      2.0	30	     59.9	      0.0	 261974.9	     98.9	b_sync	GPU-0	(1x1)(1x1)->(1x1)((int32) 1x1)
165	      2.0	30	     59.1	      0.0	 262034.0	     98.9	f_sync	GPU-0	(no output)->(1x1)
166	      2.0	29	     59.0	      0.0	 262093.0	     98.9	StackPopV2	GPU-0	((type 20) 1x1)((int32) 1x1)->((type 10) 1x1)
167	      1.0	58	     58.1	      0.0	 262151.1	     98.9	NextIteration	GPU-0	((int32) 1x1)(no output)->((int32) 1x1)
168	      2.0	29	     57.8	      0.0	 262208.9	     98.9	Sub	GPU-0	((int32) 1x1)->(1x1)
169	      0.9	58	     54.3	      0.0	 262263.2	     99.0	Identity	GPU-0	((int32) 1x1)->((int32) 1x1)
170	      1.8	29	     53.0	      0.0	 262316.2	     99.0	Add	GPU-0	((int32) 1x1)->(1x1)
171	      0.8	60	     49.5	      0.0	 262365.7	     99.0	b_count	GPU-0	((type 10) 1x1)->((type 10) 1x1)
172	     24.5	2	     49.0	      0.0	 262414.7	     99.0	mul	GPU-0	(3712x128)(1x1)((int32) 1x1)->(3712x128)
173	      8.2	6	     48.9	      0.0	 262463.6	     99.0	mul	GPU-0	(1x1)(1x1)->(1x1)
174	      1.6	30	     48.4	      0.0	 262512.0	     99.1	f_sync	CPU-0	(no output)->(1x1)
175	      1.6	30	     47.8	      0.0	 262559.8	     99.1	Merge	GPU-0	(1x1)(1x1)->(1x1)((int32) 1x1)
176	      1.6	29	     46.2	      0.0	 262606.0	     99.1	StackPushV2	GPU-0	((type 20) 1x1)((type 10) 128x1)((int32) 1x1)->((type 10) 128x1)
177	      1.6	29	     45.4	      0.0	 262651.4	     99.1	y	CPU-0	(1x1)->((int32) 1x1)
178	     11.1	4	     44.5	      0.0	 262695.9	     99.1	Sum	GPU-0	(15x1)(1x1)->(1x1)
179	      1.5	29	     44.2	      0.0	 262740.1	     99.1	StackPopV2	GPU-0	((type 20) 1x1)((int32) 1x1)->((type 10) 128x1)
180	     22.0	2	     44.0	      0.0	 262784.1	     99.2	TensorArrayGradV3	GPU-0	((type 20) 1x1)(1x1)(1x1)->((type 20) 1x1)(1x1)
181	      1.5	28	     41.3	      0.0	 262825.4	     99.2	StackPushV2	CPU-0	((type 20) 1x1)(1|2|3x1)(1x1)(1x1)((int32) 1x1)->((int32) 2x1)
182	      0.7	58	     40.8	      0.0	 262866.2	     99.2	mod	GPU-0	((int32) 1x1)->((int32) 1x1)
183	      1.4	28	     40.5	      0.0	 262906.7	     99.2	StackPopV2	GPU-0	((int32) 1x1)->(1x1)
184	     19.9	2	     39.8	      0.0	 262946.5	     99.2	All	GPU-0	((type 10) 2x1)(1x1)->((type 10) 1x1)
185	      1.4	29	     39.6	      0.0	 262986.1	     99.2	Identity	GPU-0	((int32) 1x1)->(1x1)
186	      1.3	29	     38.9	      0.0	 263025.0	     99.3	NextIteration	GPU-0	((type 10) 128x1)->((type 10) 128x1)
187	     37.4	1	     37.4	      0.0	 263062.4	     99.3	GatherV2	GPU-0	(no input)->(no output)
188	      1.3	28	     36.4	      0.0	 263098.8	     99.3	StackPopV2	GPU-0	((int32) 2x1)->(1x1)
189	      1.3	28	     36.0	      0.0	 263134.8	     99.3	StackPopV2	CPU-0	((int32) 1x1)->(1x1)
190	      1.2	30	     35.8	      0.0	 263170.6	     99.3	y	CPU-0	(1x1)((int32) 1x1)((type 10) 1x1)->(1x1)
191	      1.2	30	     35.6	      0.0	 263206.2	     99.3	Switch	GPU-0	((type 10) 128x1)((int32) 1x1)((type 10) 1x1)->((type 10) 128x1)
192	     35.2	1	     35.2	      0.0	 263241.4	     99.3	TensorArrayGradV3	CPU-0	((type 20) 1x1)(1x1)->((type 20) 1x1)(1x1)
193	      1.1	30	     34.3	      0.0	 263275.7	     99.3	b_sync	GPU-0	(1x1)->(1x1)
