Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
26	   141.98	     8.00	  1135.82	     0.86	 58304.58	    44.38	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 2x1)(int32 1x1)->(int32 1x1)(int32 2x1)
27	 11086.50	     0.10	  1108.65	     0.84	 59413.23	    45.22	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(4992x17191)(int32 4992x1)->(4992x1)(4992x17191)
28	  1563.68	     0.68	  1063.30	     0.81	 60476.53	    46.03	     0.00	     0.00	Less	GPU-0	(int32 29x1)(int32 128x1)->(boolean 128x29)
29	   132.75	     8.00	  1062.03	     0.81	 61538.56	    46.84	     0.00	     0.00	Sigmoid	GPU-0	(128x128)->(128x128)
30	 11663.00	     0.09	  1049.67	     0.80	 62588.23	    47.64	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x50)(int32 128x51)(int32 128x51)(int32 128x1)(int32 128x1)
31	  1451.26	     0.72	  1044.91	     0.80	 63633.14	    48.44	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x19x128)->(128x1x19)
32	   344.56	     3.00	  1033.68	     0.79	 64666.82	    49.22	     0.00	     0.00	MatMul	GPU-0	(128x256)(256x512)->(128x512)
33	   254.16	     4.00	  1016.63	     0.77	 65683.45	    50.00	     0.00	     0.00	Split	GPU-0	(int32 1x1)(128x512)->(128x128)(128x128)(128x128)(128x128)
34	  2901.00	     0.35	  1015.35	     0.77	 66698.80	    50.77	     0.00	     0.00	MatMul	GPU-0	(2432x128)(128x17191)->(2432x17191)
35	    10.87	    92.00	   999.86	     0.76	 67698.66	    51.53	     0.00	     0.00	Const	GPU-0	(no input)->(int32 1x1)
36	   199.84	     5.00	   999.21	     0.76	 68697.87	    52.29	     0.00	     0.00	ConcatV2	GPU-0	(128x128)(128x128)(int32 1x1)->(128x256)
37	  2025.85	     0.46	   931.89	     0.71	 69629.76	    53.00	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x29x128)->(128x1x29)
38	   838.46	     1.07	   897.15	     0.68	 70526.91	    53.68	     0.00	     0.00	Less	GPU-0	(int32 19x1)(int32 128x1)->(boolean 128x19)
39	  2356.53	     0.38	   895.48	     0.68	 71422.39	    54.36	     0.00	     0.00	Less	GPU-0	(int32 39x1)(int32 128x1)->(boolean 128x39)
40	  3943.45	     0.22	   867.56	     0.66	 72289.95	    55.02	     0.00	     0.00	MatMul	GPU-0	(3712x17191)(128x17191)->(3712x128)
41	   107.92	     8.00	   863.40	     0.66	 73153.35	    55.68	     0.00	     0.00	TanhGrad	GPU-0	(128x128)(128x128)->(128x128)
42	  2439.57	     0.35	   853.85	     0.65	 74007.20	    56.33	     0.00	     0.00	MatMul	GPU-0	(2432x128)(2432x17191)->(128x17191)
43	   103.01	     8.00	   824.11	     0.63	 74831.31	    56.96	     0.00	     0.00	Tanh	GPU-0	(128x128)->(128x128)
44	   272.66	     3.00	   817.97	     0.62	 75649.28	    57.58	393216.00	     0.48	Add	GPU-0	(256x512)(256x512)->(256x512)
45	   130.05	     6.00	   780.31	     0.59	 76429.59	    58.18	     0.00	     0.00	ConcatOffset	GPU-0	(int32 1x1)(int32 2x1)(int32 2x1)(int32 2x1)->(int32 2x1)(int32 2x1)
46	 15185.40	     0.05	   759.27	     0.58	 77188.86	    58.75	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(6272x17191)(int32 6272x1)->(6272x1)(6272x17191)
47	    31.57	    24.00	   757.57	     0.58	 77946.43	    59.33	     0.00	     0.00	Const	GPU-0	(no input)->(1x1)
48	  3377.41	     0.22	   743.03	     0.57	 78689.46	    59.90	     0.00	     0.00	MatMul	GPU-0	(3712x128)(128x17191)->(3712x17191)
49	   144.27	     5.00	   721.33	     0.55	 79410.79	    60.44	     0.00	     0.00	ShapeN	GPU-0	(128x128)(128x128)->(int32 2x1)(int32 2x1)
50	  2565.64	     0.28	   718.38	     0.55	 80129.17	    60.99	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x39x128)->(128x1x39)
51	  3797.28	     0.18	   683.51	     0.52	 80812.68	    61.51	     0.00	     0.00	Less	GPU-0	(int32 50x1)(int32 128x1)->(boolean 128x50)
52	    75.72	     9.00	   681.44	     0.52	 81494.12	    62.03	     0.00	     0.00	Merge	GPU-0	(1x1)(1x1)->(1x1)(int32 1x1)
53	 13419.20	     0.05	   670.96	     0.51	 82165.08	    62.54	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x49)(int32 128x49)(int32 128x49)(int32 128x1)(int32 128x1)
54	  1912.46	     0.35	   669.36	     0.51	 82834.44	    63.05	     0.00	     0.00	Mul	GPU-0	(2432x1)(2432x17191)->(2432x17191)
55	   164.49	     4.00	   657.97	     0.50	 83492.41	    63.55	     0.00	     0.00	BiasAdd	GPU-0	(128x512)(512x1)->(128x512)
56	   654.55	     1.00	   654.55	     0.50	 84146.96	    64.05	     0.00	     0.00	MatMul	GPU-0	(128x384)(128x512)->(384x512)
57	  2970.82	     0.22	   653.58	     0.50	 84800.54	    64.55	     0.00	     0.00	MatMul	GPU-0	(3712x128)(3712x17191)->(128x17191)
58	   104.51	     6.00	   627.06	     0.48	 85427.60	    65.02	     0.00	     0.00	Merge	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)(int32 1x1)
59	   156.65	     4.00	   626.61	     0.48	 86054.21	    65.50	     0.00	     0.00	BiasAddGrad	GPU-0	(128x512)->(512x1)
60	    29.54	    20.00	   590.71	     0.45	 86644.92	    65.95	     0.00	     0.00	Switch	GPU-0	(128x128)(int32 1x1)(boolean 1x1)->(128x128)
61	    30.98	    19.00	   588.65	     0.45	 87233.57	    66.40	     0.00	     0.00	Sum	GPU-0	(128x128)(int32 1x1)(int32 1x1)->(128x128)
62	    72.99	     8.00	   583.95	     0.44	 87817.52	    66.84	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x256)->(128x256)
63	    96.71	     6.00	   580.29	     0.44	 88397.81	    67.29	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(128 bytes)
64	   116.02	     5.00	   580.08	     0.44	 88977.89	    67.73	     0.00	     0.00	Slice	GPU-0	(128x256)(int32 2x1)(int32 2x1)(int32 2x1)(int32 2x1)->(128x128)
65	  6411.89	     0.09	   577.07	     0.44	 89554.96	    68.17	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(6528x17191)(int32 6528x1)->(6528x1)(6528x17191)
66	   564.43	     1.00	   564.43	     0.43	 90119.39	    68.60	     0.00	     0.00	MatMul	GPU-0	(128x512)(384x512)->(128x384)
67	   106.52	     5.00	   532.60	     0.41	 90651.99	    69.00	     0.00	     0.00	Slice	GPU-0	(128x256)(int32 2x1)(int32 2x1)->(128x128)
68	    87.83	     6.00	   526.99	     0.40	 91178.98	    69.40	     6.00	     0.00	Add	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)
69	  2326.27	     0.22	   511.78	     0.39	 91690.76	    69.79	     0.00	     0.00	Mul	GPU-0	(3712x1)(3712x17191)->(3712x17191)
70	    72.52	     7.00	   507.62	     0.39	 92198.38	    70.18	114688.00	     0.23	Mul	GPU-0	(128x128)(1x1)->(128x128)
71	    42.03	    12.00	   504.35	     0.38	 92702.73	    70.56	     0.00	     0.00	ZerosLike	GPU-0	(128x128)->(128x128)
72	  2597.58	     0.19	   493.54	     0.38	 93196.27	    70.94	     0.00	     0.00	Less	GPU-0	(int32 49x1)(int32 128x1)->(boolean 128x49)
73	  1069.80	     0.46	   492.11	     0.37	 93688.38	    71.31	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x29)(128x29x128)->(128x1x128)
74	   666.04	     0.72	   479.55	     0.37	 94167.93	    71.68	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x19)(128x19x128)->(128x1x128)
75	   475.40	     1.00	   475.40	     0.36	 94643.33	    72.04	     0.00	     0.00	MatMul	GPU-0	(128x384)(384x512)->(128x512)
76	    23.95	    19.00	   455.03	     0.35	 95098.36	    72.39	     0.00	     0.00	NextIteration	GPU-0	(128x128)->(128x128)
77	   112.88	     4.00	   451.51	     0.34	 95549.87	    72.73	     0.00	     0.00	Sigmoid	GPU-0	(128x128)(128x128)(128x128)(128x128)->(128x128)
78	   112.19	     4.00	   448.77	     0.34	 95998.64	    73.07	     0.00	     0.00	Add	GPU-0	(128x128)(128x128)->(128x128)
79	   145.29	     3.00	   435.87	     0.33	 96434.51	    73.40	     0.00	     0.00	RandomUniform	GPU-0	(int32 2x1)->(128x128)
80	   108.86	     4.00	   435.42	     0.33	 96869.93	    73.73	     0.00	     0.00	Add	GPU-0	(128x128)(1x1)->(128x128)
81	 10734.25	     0.04	   429.37	     0.33	 97299.30	    74.06	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(4864x17191)(int32 4864x1)->(4864x1)(4864x17191)
82	    26.78	    16.00	   428.48	     0.33	 97727.78	    74.39	     0.00	     0.00	Sum	GPU-0	(128x128)(int32 1x1)->(128x128)
83	   141.41	     3.00	   424.23	     0.32	 98152.01	    74.71	     0.00	     0.00	Floor	GPU-0	(128x128)->(128x128)
84	    52.62	     8.00	   420.95	     0.32	 98572.96	    75.03	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x256)
85	   137.22	     3.00	   411.67	     0.31	 98984.63	    75.34	     0.00	     0.00	TensorArrayReadV3	GPU-0	(tf_resource 1x1)(int32 1x1)(1x1)->(128x128)
86	  3735.45	     0.11	   410.90	     0.31	 99395.53	    75.66	     0.00	     0.00	SparseSoftmaxCrossEntropyWithLogits	GPU-0	(1152x17191)(int32 1152x1)->(1152x1)(1152x17191)
87	  1454.82	     0.28	   407.35	     0.31	 99802.88	    75.97	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x39)(128x39x128)->(128x1x128)
88	   557.43	     0.72	   401.35	     0.31	100204.23	    76.27	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x19)(128x1x128)->(128x19x128)
89	   865.76	     0.46	   398.25	     0.30	100602.48	    76.58	     0.00	     0.00	Add	GPU-0	(128x29x128)(128x29x128)->(128x29x128)
90	  9860.75	     0.04	   394.43	     0.30	100996.91	    76.88	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x39)(int32 128x38)(int32 128x38)(int32 128x1)(int32 128x1)
91	  3859.20	     0.10	   385.92	     0.29	101382.83	    77.17	     0.00	     0.00	MatMul	GPU-0	(4992x17191)(128x17191)->(4992x128)
92	  1356.11	     0.28	   379.71	     0.29	101762.54	    77.46	     0.00	     0.00	Add	GPU-0	(128x39x128)(128x39x128)->(128x39x128)
93	  2068.11	     0.18	   372.26	     0.28	102134.80	    77.74	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x50x128)->(128x1x50)
94	  3603.60	     0.10	   360.36	     0.27	102495.16	    78.02	     0.00	     0.00	MatMul	GPU-0	(4992x128)(128x17191)->(4992x17191)
95	    29.88	    12.00	   358.60	     0.27	102853.76	    78.29	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(1 bytes)
96	    89.47	     4.00	   357.88	     0.27	103211.64	    78.56	     0.00	     0.00	Shape	GPU-0	(128x256)->(int32 2x1)
97	     4.75	    75.00	   356.16	     0.27	103567.80	    78.83	     0.00	     0.00	StackV2	GPU-0	(1)->(tf_resource 1x1)
98	   355.24	     1.00	   355.24	     0.27	103923.04	    79.10	196608.00	     0.55	Add	GPU-0	(384x512)(384x512)->(384x512)
99	   744.74	     0.46	   342.58	     0.26	104265.62	    79.36	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x29)(128x1x128)->(128x29x128)
100	   112.62	     3.00	   337.87	     0.26	104603.49	    79.62	     0.00	     0.00	Add	GPU-0	(1x1)(128x128)->(128x128)
101	  2404.29	     0.14	   336.60	     0.26	104940.09	    79.88	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x49x128)->(128x1x49)
102	    11.94	    28.00	   334.38	     0.25	105274.47	    80.13	     0.00	     0.00	Const	CPU-0	(no input)->(string 1x1)
103	    45.53	     7.00	   318.70	     0.24	105593.17	    80.37	     0.00	     0.00	NextIteration	GPU-0	(int32 1x1)->(int32 1x1)
104	   106.21	     3.00	   318.63	     0.24	105911.80	    80.62	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(int32 1x1)->(int32 1x1)
105	    79.51	     4.00	   318.04	     0.24	106229.84	    80.86	  2048.00	     0.01	Add	GPU-0	(512x1)(512x1)->(512x1)
106	  1090.89	     0.28	   305.45	     0.23	106535.29	    81.09	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x39)(128x1x128)->(128x39x128)
107	  2973.00	     0.10	   297.30	     0.23	106832.59	    81.32	     0.00	     0.00	MatMul	GPU-0	(4992x128)(4992x17191)->(128x17191)
108	   147.00	     2.00	   294.00	     0.22	107126.59	    81.54	     0.00	     0.00	TensorArrayWriteV3	GPU-0	(tf_resource 1x1)(int32 1x1)(128x128)(1x1)->(1x1)
109	   285.60	     1.00	   285.60	     0.22	107412.19	    81.76	     0.00	     0.00	MatMul	GPU-0	(128x256)(128x128)->(256x128)
110	  1562.94	     0.18	   281.33	     0.21	107693.52	    81.97	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x50)(128x50x128)->(128x1x128)
111	     1.19	   236.00	   281.27	     0.21	107974.79	    82.19	     0.00	     0.00	Enter	GPU-0	(tf_resource 1x1)->(tf_resource 1x1)
112	   387.49	     0.72	   278.99	     0.21	108253.78	    82.40	     0.00	     0.00	Add	GPU-0	(128x19x128)(128x19x128)->(128x19x128)
113	    92.31	     3.00	   276.94	     0.21	108530.72	    82.61	     0.00	     0.00	TensorArrayWriteV3	GPU-0	(tf_resource 1x1)(1x1)(int32 1x1)(128x128)(1x1)->(1x1)
114	    91.26	     3.00	   273.79	     0.21	108804.51	    82.82	     0.00	     0.00	StridedSlice	GPU-0	(int32 2x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)
115	    30.30	     9.00	   272.72	     0.21	109077.23	    83.03	     0.00	     0.00	Switch	GPU-0	(1x1)(int32 1x1)(boolean 1x1)->(1x1)
116	   132.87	     2.00	   265.74	     0.20	109342.97	    83.23	     0.00	     0.00	GreaterEqual	GPU-0	(int32 1x1)(int32 128x1)->(boolean 128x1)
117	  5313.80	     0.05	   265.69	     0.20	109608.66	    83.43	     0.00	     0.00	MatMul	GPU-0	(6272x128)(128x17191)->(6272x17191)
118	   126.42	     2.00	   252.83	     0.19	109861.49	    83.62	     2.00	     0.00	GreaterEqual	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(boolean 1x1)
119	   250.12	     1.00	   250.12	     0.19	110111.61	    83.81	     0.00	     0.00	MatMul	GPU-0	(128x128)(256x128)->(128x256)
120	   120.77	     2.00	   241.53	     0.18	110353.14	    84.00	     0.00	     0.00	Mul	GPU-0	(128x256)(128x256)->(128x256)
121	    80.25	     3.00	   240.75	     0.18	110593.89	    84.18	     0.00	     0.00	Merge	GPU-0	(1)(128x128)->(128x128)(int32 1x1)
122	  1332.94	     0.18	   239.93	     0.18	110833.82	    84.36	     0.00	     0.00	Add	GPU-0	(128x50x128)(128x50x128)->(128x50x128)
123	   118.42	     2.00	   236.83	     0.18	111070.65	    84.54	     0.00	     0.00	TensorArrayReadV3	GPU-0	(tf_resource 1x1)(1x1)(int32 1x1)(1x1)->(128x128)
124	    33.82	     7.00	   236.71	     0.18	111307.36	    84.72	     0.00	     0.00	Switch	GPU-0	(int32 1x1)(int32 1x1)(boolean 1x1)->(int32 1x1)
125	    78.87	     3.00	   236.61	     0.18	111543.97	    84.90	     0.00	     0.00	All	GPU-0	(boolean 128x1)(int32 1x1)->(boolean 1x1)
126	   486.71	     0.48	   233.62	     0.18	111777.59	    85.08	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 39x1)(39x128x128)(1x1)->(1x1)
127	   116.24	     2.00	   232.48	     0.18	112010.07	    85.26	     0.00	     0.00	Mul	GPU-0	(128x256)(1x1)->(128x256)
128	  2301.50	     0.10	   230.15	     0.18	112240.22	    85.43	     0.00	     0.00	Mul	GPU-0	(4992x1)(4992x17191)->(4992x17191)
129	    32.56	     7.00	   227.89	     0.17	112468.11	    85.61	     0.00	     0.00	Sum	GPU-0	(128x128)(int32 1x1)(int32 2x1)->(128x128)
130	    56.97	     4.00	   227.86	     0.17	112695.97	    85.78	     0.00	     0.00	Switch	GPU-0	(tf_resource 1x1)(boolean 1x1)->(tf_resource 1x1)
131	  1256.33	     0.18	   226.14	     0.17	112922.11	    85.95	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 51x1)(51x128x128)(1x1)->(1x1)
132	    27.70	     8.00	   221.64	     0.17	113143.75	    86.12	     0.00	     0.00	NextIteration	GPU-0	(1x1)->(1x1)
133	     5.04	    43.00	   216.82	     0.17	113360.57	    86.29	     0.00	     0.00	StackV2	GPU-0	(int32 1x1)->(tf_resource 1x1)
134	   106.08	     2.00	   212.16	     0.16	113572.73	    86.45	     2.00	     0.00	Less	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(boolean 1x1)
135	    69.67	     3.00	   209.02	     0.16	113781.75	    86.61	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(int32 1x1)
136	    69.37	     3.00	   208.10	     0.16	113989.85	    86.77	     0.00	     0.00	Merge	GPU-0	(256x512)(256x512)->(256x512)(int32 1x1)
137	   204.32	     1.00	   204.32	     0.16	114194.17	    86.92	     0.00	     0.00	MatMul	GPU-0	(128x256)(256x128)->(128x128)
138	    99.00	     2.00	   197.99	     0.15	114392.16	    87.07	     0.00	     0.00	Pack	GPU-0	(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)(1x1)->(14x1)
139	  2193.56	     0.09	   197.42	     0.15	114589.58	    87.22	     0.00	     0.00	MatMul	GPU-0	(6528x17191)(128x17191)->(6528x128)
140	  1394.71	     0.14	   195.26	     0.15	114784.84	    87.37	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x49)(128x49x128)->(128x1x128)
141	   190.94	     1.00	   190.94	     0.15	114975.78	    87.52	     0.00	     0.00	ConcatV2	GPU-0	(128x256)(128x128)(int32 1x1)->(128x384)
142	    46.71	     4.00	   186.85	     0.14	115162.63	    87.66	     0.00	     0.00	Merge	GPU-0	(512x1)(512x1)->(512x1)(int32 1x1)
143	  2052.56	     0.09	   184.73	     0.14	115347.36	    87.80	     0.00	     0.00	MatMul	GPU-0	(6528x128)(128x17191)->(6528x17191)
144	  1299.71	     0.14	   181.96	     0.14	115529.32	    87.94	     0.00	     0.00	Add	GPU-0	(128x49x128)(128x49x128)->(128x49x128)
145	   981.22	     0.18	   176.62	     0.13	115705.94	    88.07	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x50)(128x1x128)->(128x50x128)
146	   175.01	     1.00	   175.01	     0.13	115880.95	    88.20	     0.00	     0.00	ShapeN	GPU-0	(128x256)(128x128)->(int32 2x1)(int32 2x1)
147	 17413.00	     0.01	   174.13	     0.13	116055.08	    88.34	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x49)(int32 128x48)(int32 128x48)(int32 128x1)(int32 128x1)
148	   787.45	     0.22	   173.24	     0.13	116228.32	    88.47	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x128)(128x9x128)->(128x1x9)
149	 17181.00	     0.01	   171.81	     0.13	116400.13	    88.60	     0.00	     0.00	IteratorGetNext	CPU-0	(tf_resource 1x1)->(int32 128x29)(int32 128x28)(int32 128x28)(int32 128x1)(int32 128x1)
150	   170.17	     1.00	   170.17	     0.13	116570.30	    88.73	     0.00	     0.00	Less	GPU-0	(int32 1x1)(int32 128x1)->(boolean 128x1)
151	   169.97	     1.00	   169.97	     0.13	116740.27	    88.86	     0.00	     0.00	RandomUniform	GPU-0	(int32 2x1)->(128x256)
152	   169.85	     1.00	   169.85	     0.13	116910.12	    88.99	     0.00	     0.00	Add	GPU-0	(1x1)(128x256)->(128x256)
153	   169.22	     1.00	   169.22	     0.13	117079.34	    89.12	     0.00	     0.00	ApplyGradientDescent	GPU-0	(128x17191)(1x1)(int32 1x1)(128x17191)->(128x17191)
154	   167.13	     1.00	   167.13	     0.13	117246.47	    89.24	 32768.00	     0.20	Add	GPU-0	(256x128)(256x128)->(256x128)
155	    41.08	     4.00	   164.32	     0.13	117410.79	    89.37	     0.00	     0.00	LoopCond	GPU-0	(boolean 1x1)->(boolean 1x1)
156	  1686.33	     0.09	   151.77	     0.12	117562.56	    89.48	     0.00	     0.00	Softmax	GPU-0	(128x50)->(128x50)
157	  1659.33	     0.09	   149.34	     0.11	117711.90	    89.60	     0.00	     0.00	MatMul	GPU-0	(6528x128)(6528x17191)->(128x17191)
158	  3719.50	     0.04	   148.78	     0.11	117860.68	    89.71	     0.00	     0.00	MatMul	GPU-0	(4864x17191)(128x17191)->(4864x128)
159	    49.35	     3.00	   148.05	     0.11	118008.73	    89.82	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(1 bytes)
160	   147.86	     1.00	   147.86	     0.11	118156.59	    89.94	     0.00	     0.00	LogicalAnd	GPU-0	(boolean 1x1)(boolean 1x1)->(boolean 1x1)
161	  1338.82	     0.11	   147.27	     0.11	118303.86	    90.05	     0.00	     0.00	MatMul	GPU-0	(1152x17191)(128x17191)->(1152x128)
162	    73.07	     2.00	   146.14	     0.11	118450.00	    90.16	     2.00	     0.00	Add	GPU-0	(1x1)(1x1)->(1x1)
163	  1031.21	     0.14	   144.37	     0.11	118594.37	    90.27	     0.00	     0.00	BatchMatMul	GPU-0	(128x1x49)(128x1x128)->(128x49x128)
164	   141.61	     1.00	   141.61	     0.11	118735.98	    90.38	     0.00	     0.00	AddN	GPU-0	(128x128)(128x128)(128x128)->(128x128)
165	    46.60	     3.00	   139.80	     0.11	118875.78	    90.48	     0.00	     0.00	ControlTrigger	GPU-0	(no input)->(no output info)
166	   137.25	     1.00	   137.25	     0.10	119013.03	    90.59	     0.00	     0.00	Merge	GPU-0	(boolean 128x1)(boolean 128x1)->(boolean 128x1)(int32 1x1)
167	   137.19	     1.00	   137.19	     0.10	119150.22	    90.69	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 1x1)(int32 2x1)->(int32 2x1)(int32 1x1)
168	  3308.25	     0.04	   132.33	     0.10	119282.55	    90.79	     0.00	     0.00	MatMul	GPU-0	(4864x128)(128x17191)->(4864x17191)
169	    12.02	    11.00	   132.21	     0.10	119414.76	    90.89	     0.00	     0.00	Identity	GPU-0	(no output info)->(1x1)
170	  1193.36	     0.11	   131.27	     0.10	119546.03	    90.99	     0.00	     0.00	MatMul	GPU-0	(1152x128)(128x17191)->(1152x17191)
